split,window_hours,duration_hours,selected_model,comparator,estimand,n_paired_days,mean_difference_g_for_1kWh_job,percent_of_comparator_mean,ci1d_low,ci1d_high,ci7d_low,ci7d_high,ci14d_low,ci14d_high,ci21d_low,ci21d_high,ci28d_low,ci28d_high
test,6,3,HistGradientBoosting,Climatology,comparator minus selected ML; positive favors ML,183,-0.4344262295081966,-0.3825517888506603,-0.9745673952641164,-0.012750455373406282,-1.1394353369763206,0.037363387978141524,-1.199453551912568,0.06195355191256787,-1.1958105646630235,0.06470856102003562,-1.1921903460837884,0.04826958105646624
test,12,1,HistGradientBoosting,Climatology,comparator minus selected ML; positive favors ML,183,-1.3907103825136613,-1.3775372124492558,-3.251434426229508,0.33879781420765026,-3.620355191256831,0.6531420765027302,-3.721448087431694,0.6694672131147531,-3.696789617486339,0.5984972677595608,-3.8169398907103824,0.6885245901639344
test,12,3,HistGradientBoosting,Climatology,comparator minus selected ML; positive favors ML,183,-1.2249544626593807,-1.2135155862317861,-2.4392987249544618,-0.04551457194899842,-2.711475409836065,0.16227231329690125,-2.9007969034608365,0.19683515482695588,-2.974521857923497,0.18315118397085423,-3.0000455373406187,0.2550318761384328
test,12,6,HistGradientBoosting,Climatology,comparator minus selected ML; positive favors ML,183,-0.9275956284153007,-0.902461500292403,-1.607957650273224,-0.254997723132969,-1.8866234061930782,-0.03414162112932638,-2.1780965391621123,0.15987021857923456,-2.278870673952641,0.20767304189435293,-2.26641621129326,0.24863387978142018
test,24,3,HistGradientBoosting,Climatology,comparator minus selected ML; positive favors ML,183,7.00455373406193,6.607047746679723,3.1920309653916226,11.307855191256833,1.9125000000000019,12.285154826958106,0.5697632058287808,13.674863387978144,-0.42465846994535383,14.612636612021847,-1.1742258652094704,15.362704918032787
